Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,delivery_status,total_amount_usd
2182007,1,2025-12-18,2026-01-09,778636,30,2503,7,EUR,Delivered,69.93
2182008,1,2025-10-11,1900-01-01,1395293,0,1101,1,USD,In Transit,568.0
2182009,1,2024-02-04,2024-02-05,1256256,43,47,2,USD,Delivered,299.9
2182010,1,2025-06-21,2025-07-13,883000,31,2361,7,EUR,Delivered,769.93
2183000,1,2024-02-15,2024-02-28,1427309,44,2185,4,USD,Delivered,652.0
2183001,1,2025-10-08,2025-10-17,1085466,37,447,2,GBP,Delivered,459.8
2183002,1,2025-05-11,1900-01-01,1314582,51,1742,3,USD,In Transit,84.0
2183003,1,2025-02-01,2025-02-24,2044567,53,1170,4,USD,Delivered,2532.0
2183004,1,2024-10-30,1900-01-01,1308091,50,1604,2,USD,Lost,519.98
2183005,1,2024-07-31,2024-08-23,1562994,65,2488,5,USD,Delivered,74.95
2183007,1,2025-11-27,2025-11-30,204149,0,545,3,CAD,Delivered,1377.0
2183008,1,2025-03-01,2025-03-25,1386224,59,1508,4,USD,Delivered,1200.0
2183010,1,2024-01-03,2024-01-24,1944572,43,453,1,USD,Delivered,229.9
2183011,1,2025-10-27,2025-10-29,1794796,65,2506,3,USD,Delivered,14.22
2184000,1,2025-01-10,1900-01-01,1415442,59,706,6,USD,Lost,474.0
2184001,1,2025-02-11,1900-01-01,1386809,51,88,1,USD,In Transit,149.99
2184002,1,2025-02-17,2025-02-24,1635565,62,1332,3,USD,Delivered,86.97
2184003,1,2025-10-15,2025-11-06,1531809,65,458,4,USD,Delivered,919.6
2184004,1,2025-07-14,2025-08-10,446358,0,1485,2,EUR,Delivered,460.0
2184005,1,2025-05-22,1900-01-01,1679789,56,97,5,USD,In Transit,337.0
2184006,1,2024-06-03,1900-01-01,983539,38,969,1,GBP,Lost,196.9
2184007,1,2025-01-03,1900-01-01,1425307,56,175,6,USD,Lost,701.4
2184008,1,2025-10-17,2025-11-02,1575066,0,1687,4,USD,Delivered,27.52
2184009,1,2024-08-21,2024-09-06,645495,14,450,3,EUR,Delivered,2757.0
2184010,1,2024-05-13,2024-05-15,1988069,0,104,3,USD,Delivered,345.0
2184011,1,2025-10-27,1900-01-01,85974,0,1696,1,AUD,In Transit,16.99
2184012,1,2024-02-14,2024-03-07,932629,36,1663,3,GBP,Delivered,20.67
2184013,1,2024-09-26,1900-01-01,161879,1,412,6,AUD,Lost,2297.7
2184014,1,2025-07-02,2025-07-12,186894,0,1605,7,AUD,Delivered,2029.93
2184015,1,2025-10-10,1900-01-01,1486871,57,1417,2,USD,In Transit,536.0
2184016,1,2024-12-07,2024-12-18,493374,27,188,2,EUR,Delivered,233.8
2184017,1,2024-09-19,2024-09-26,2039789,53,1430,1,USD,Delivered,299.0
2184018,1,2024-11-23,2024-12-09,1590518,54,1469,2,USD,Delivered,400.0
2184019,1,2024-02-16,1900-01-01,1087841,42,1093,3,GBP,Lost,1704.0
2184020,1,2025-02-19,1900-01-01,1285972,44,364,2,USD,In Transit,765.9
2184021,1,2024-04-28,2024-05-23,1409410,43,2265,7,USD,Delivered,1609.93
2185000,1,2024-08-19,2024-08-28,1465283,47,426,3,USD,Delivered,1499.7
2185001,1,2024-01-18,2024-02-07,1825948,44,1636,7,USD,Delivered,88.62
2185003,1,2025-01-09,2025-01-31,1433584,49,1750,3,USD,Delivered,327.0
2185004,1,2025-11-02,2025-11-15,1929845,65,184,2,USD,Delivered,198.0
2185005,1,2024-05-18,2024-05-29,390201,10,426,3,CAD,Delivered,1499.7
2185006,1,2025-01-07,2025-01-28,1246638,59,1027,10,USD,Delivered,2310.0
2185007,1,2024-07-20,2024-07-23,76891,6,441,2,AUD,Delivered,459.8
2185008,1,2025-06-02,2025-06-12,1294953,0,2285,7,USD,Delivered,209.93
2185009,1,2025-03-04,2025-03-05,6258,5,1297,4,AUD,Delivered,100.0
2185010,1,2024-08-18,2024-09-13,811809,32,439,1,EUR,Delivered,559.0
2185011,1,2024-12-08,2024-12-14,940321,0,1677,3,GBP,Delivered,14.97
2185012,1,2024-09-02,2024-09-07,1864354,47,101,2,USD,Delivered,240.0
2185013,1,2025-01-14,2025-02-04,1984991,0,1491,6,USD,Delivered,1374.0
2185014,1,2024-03-05,2024-04-03,352719,0,2489,1,CAD,Delivered,14.99
2185015,1,2025-06-22,2025-07-16,893598,32,1645,5,EUR,Delivered,289.4
2185016,1,2025-07-23,2025-07-27,428496,24,686,2,EUR,Delivered,298.0
2185017,1,2024-09-23,2024-10-18,1831518,0,437,2,USD,Delivered,999.8
2185019,1,2025-09-19,2025-10-16,299334,9,445,7,CAD,Delivered,3913.0
2185020,1,2025-07-27,2025-08-07,333846,0,1598,7,CAD,Delivered,405.16
2185021,1,2024-02-14,2024-03-04,1138520,0,2103,3,GBP,Delivered,1524.0
2185023,1,2024-12-19,2024-12-23,2052391,56,1799,8,USD,Delivered,208.0
2186000,1,2025-05-15,2025-06-10,1282801,0,1004,1,USD,Delivered,188.0
2186001,1,2024-07-26,2024-08-06,336348,9,422,1,CAD,Delivered,969.0
2186002,1,2025-09-30,1900-01-01,551036,0,1969,3,EUR,In Transit,9599.97
2186003,1,2025-02-19,2025-03-13,1592400,43,1317,2,USD,Delivered,25.98
2186004,1,2024-01-01,1900-01-01,382379,10,1658,2,CAD,Lost,219.98
2186005,1,2024-01-11,2024-01-18,1080163,40,1718,6,GBP,Delivered,420.78
2186007,1,2025-01-14,2025-01-20,429686,0,439,1,EUR,Delivered,559.0
2186008,1,2024-11-18,2024-12-02,1134501,38,322,3,GBP,Delivered,1107.0
2186009,1,2024-01-16,2024-02-02,1389867,49,72,3,USD,Delivered,143.85
2186010,1,2024-12-07,2025-01-02,1727561,55,431,2,USD,Delivered,738.0
2186011,1,2025-09-01,2025-09-10,1920357,49,454,6,USD,Delivered,1619.4
2186012,1,2025-10-11,2025-10-28,1492176,0,977,5,USD,Delivered,1340.0
2186013,1,2025-10-23,2025-11-03,1267627,64,1610,6,USD,Delivered,1739.94
2186015,1,2025-02-11,2025-03-13,1213537,48,1622,6,USD,Delivered,1314.0
2187000,1,2025-02-10,1900-01-01,924256,39,1685,1,GBP,In Transit,5.39
2187001,1,2025-12-30,2026-01-01,21460,6,1449,5,AUD,Delivered,1500.0
2187002,1,2024-07-05,2024-07-06,1635172,0,665,4,USD,Delivered,408.0
2187003,1,2024-01-19,2024-02-11,1303360,65,443,8,USD,Delivered,2792.0
2187004,1,2024-03-03,2024-03-19,1085643,36,453,1,GBP,Delivered,229.9
2187005,1,2025-12-07,2025-12-16,1373140,53,258,8,USD,Delivered,3912.0
2187006,1,2024-04-17,2024-04-22,96331,0,1647,2,AUD,Delivered,359.98
2187007,1,2025-03-15,2025-04-02,1825586,47,59,10,USD,Delivered,1560.0
2187008,1,2025-07-31,2025-08-07,1934470,0,443,1,USD,Delivered,349.0
2187009,1,2024-09-09,2024-09-30,2004284,0,88,1,USD,Delivered,149.99
2187010,1,2025-01-25,1900-01-01,2086639,45,168,1,USD,In Transit,129.0
2187011,1,2024-12-14,2024-12-16,1414525,0,1660,7,USD,Delivered,2029.93
2187012,1,2025-11-18,2025-12-07,1870033,57,1588,3,USD,Delivered,41.67
2187013,1,2024-04-03,2024-04-09,1912666,65,1455,1,USD,Delivered,290.0
2187015,1,2024-11-04,2024-11-20,1996029,0,1333,3,USD,Delivered,98.97
2187016,1,2024-06-06,2024-06-23,658701,12,1620,7,EUR,Delivered,426.93
2187017,1,2024-05-27,2024-06-16,1315621,57,84,1,USD,Delivered,99.99
2187019,1,2024-08-09,1900-01-01,1565782,54,1548,4,USD,Lost,1064.0
2187020,1,2024-06-10,2024-07-07,1885023,0,513,2,USD,Delivered,198.0
2187022,1,2025-07-21,2025-07-27,437439,19,506,8,EUR,Delivered,5432.0
2187023,1,2025-02-25,2025-03-25,1367470,62,1469,6,USD,Delivered,1200.0
2187024,1,2024-01-03,2024-01-30,116524,1,460,3,AUD,Delivered,899.7
2187025,1,2024-05-14,2024-05-19,2011096,51,1679,5,USD,Delivered,27.5
2187026,1,2024-12-03,2024-12-25,1356935,0,1613,3,USD,Delivered,329.97
2187027,1,2024-05-19,2024-05-25,1883496,45,1601,3,USD,Delivered,479.97
2188000,1,2024-10-21,2024-11-19,1810121,0,2338,1,USD,Delivered,119.99
2189000,1,2024-01-23,1900-01-01,1333943,0,1664,4,USD,Lost,35.96
2189002,1,2024-08-24,2024-08-27,501361,0,1599,4,EUR,Delivered,231.52
2189003,1,2024-04-08,1900-01-01,1240904,0,785,6,USD,Lost,57.0
2189004,1,2024-07-14,2024-07-18,1501439,48,443,1,USD,Delivered,349.0
2189006,1,2024-05-12,2024-05-28,1686496,51,1650,4,USD,Delivered,1159.96
2189007,1,2025-04-03,1900-01-01,1013255,39,1640,4,GBP,In Transit,91.56
2189009,1,2025-06-23,2025-07-04,1503933,0,1649,6,USD,Delivered,1559.94
2189010,1,2024-06-24,2024-07-20,590386,21,2495,2,EUR,Delivered,19.98
2189011,1,2025-11-09,2025-12-04,2011298,0,1492,3,USD,Delivered,717.0
2189012,1,2024-08-29,2024-09-11,1636578,43,1748,4,USD,Delivered,436.0
2190000,1,2024-03-03,2024-03-23,1289001,0,131,1,USD,Delivered,200.0
2190001,1,2025-10-18,1900-01-01,1190907,38,145,5,GBP,In Transit,14499.95
2190002,1,2025-08-23,2025-08-25,1270478,54,1267,5,USD,Delivered,249.8
2190003,1,2025-05-15,2025-05-23,678055,0,1590,2,EUR,Delivered,45.78
2190004,1,2025-08-03,2025-08-16,791538,30,721,2,EUR,Delivered,496.0
2190005,1,2024-08-23,2024-09-20,65372,0,1415,1,AUD,Delivered,300.0
2190006,1,2024-06-14,2024-07-01,1178379,38,2383,1,GBP,Delivered,635.99
2190007,1,2024-11-26,2024-12-05,579330,19,724,2,EUR,Delivered,326.0
2190008,1,2025-10-13,2025-11-02,1784986,61,2094,2,USD,Delivered,515.0
2190009,1,2025-05-11,2025-06-04,254825,9,437,3,CAD,Delivered,1499.7
2190010,1,2025-08-25,1900-01-01,1115513,40,423,1,GBP,In Transit,599.0
2190011,1,2024-10-14,2024-10-20,1951594,0,1614,3,USD,Delivered,779.97
2190012,1,2025-01-19,2025-02-09,1199660,0,1669,2,GBP,Delivered,13.78
2190013,1,2025-04-14,2025-05-03,639072,12,455,6,EUR,Delivered,5514.0
2190014,1,2024-08-08,2024-08-12,618287,16,152,2,EUR,Delivered,2369.94
2191000,1,2025-01-19,2025-02-04,219561,10,78,1,CAD,Delivered,40.55
2191001,1,2024-03-11,2024-03-29,248178,0,1706,1,CAD,Delivered,8.88
2191002,1,2024-10-08,2024-10-15,1677794,43,439,1,USD,Delivered,559.0
2191003,1,2025-07-19,2025-07-21,1369647,59,1663,1,USD,Delivered,6.89
2191006,1,2024-01-01,1900-01-01,1389079,51,1213,3,USD,Lost,510.0
2191007,1,2025-09-03,2025-09-15,1663056,64,439,8,USD,Delivered,4472.0
2191008,1,2024-09-08,2024-09-17,61718,0,449,1,AUD,Delivered,349.0
2191009,1,2025-01-20,2025-01-23,1042267,42,744,8,GBP,Delivered,319.2
2191010,1,2025-05-11,2025-05-31,1558511,47,1643,2,USD,Delivered,115.76
2191011,1,2024-12-08,2024-12-26,443651,22,188,5,EUR,Delivered,584.5
2191012,1,2025-03-09,2025-03-28,1956404,55,1672,1,USD,Delivered,16.89
2191013,1,2024-06-16,1900-01-01,268820,9,602,4,CAD,Lost,3996.0
2191014,1,2025-08-24,2025-09-20,1782074,45,428,2,USD,Delivered,1938.0
2191015,1,2024-11-24,2024-12-05,1322927,54,1811,1,USD,Delivered,32.0
2191016,1,2025-09-04,2025-10-03,579757,26,1251,1,EUR,Delivered,59.99
2191017,1,2025-04-26,2025-05-14,268913,0,1716,1,CAD,Delivered,70.13
2191018,1,2025-12-25,2026-01-18,1138327,36,1453,2,GBP,Delivered,516.0
2191019,1,2025-04-06,2025-04-13,1856165,53,800,1,USD,Delivered,29.95
2191020,1,2024-07-19,2024-08-10,262037,9,1287,1,CAD,Delivered,77.99
2192000,1,2025-07-10,2025-08-01,1612400,53,1478,1,USD,Delivered,300.0
2192001,1,2024-07-05,2024-07-12,851890,0,1102,4,EUR,Delivered,1372.0
2192003,1,2025-12-08,1900-01-01,46155,0,1376,2,AUD,In Transit,62.0
2192004,1,2024-11-03,2024-11-28,1080247,38,2494,4,GBP,Delivered,11.76
2192005,1,2024-07-17,1900-01-01,1845069,64,1418,2,USD,Lost,586.0
2192006,1,2024-03-06,2024-03-24,2001813,64,46,3,USD,Delivered,449.85
2192007,1,2025-03-18,2025-04-14,1670107,47,1679,2,USD,Delivered,11.0
2192008,1,2024-06-19,2024-07-10,831151,0,137,4,EUR,Delivered,1999.96
2192009,1,2024-06-18,1900-01-01,1060472,39,342,2,GBP,Lost,1198.0
2192010,1,2024-06-13,2024-06-14,1224615,62,2356,1,USD,Delivered,459.99
2192011,1,2025-06-26,2025-07-20,1815919,48,1672,4,USD,Delivered,67.56
2192012,1,2024-07-20,2024-08-13,644729,16,450,1,EUR,Delivered,919.0
2192013,1,2024-07-20,2024-08-17,1588479,54,6,5,USD,Delivered,107.85
2192014,1,2025-05-27,2025-05-30,1417693,51,448,10,USD,Delivered,2699.0
2192015,1,2024-11-29,2024-12-10,1559597,57,1330,5,USD,Delivered,114.95
2192016,1,2024-08-10,2024-08-18,1041698,0,611,3,GBP,Delivered,6885.0
2192017,1,2024-12-11,2025-01-07,1334562,49,1814,2,USD,Delivered,64.0
2192018,1,2025-05-11,2025-05-29,779729,30,922,1,EUR,Delivered,0.95
2192020,1,2025-08-17,2025-08-31,1676402,47,431,1,USD,Delivered,369.0
2192021,1,2025-12-23,2026-01-22,1670107,65,1455,1,USD,Delivered,290.0
2193000,1,2024-02-13,2024-03-12,401785,0,1644,1,EUR,Delivered,57.88
2193001,1,2024-03-17,2024-03-22,1950674,62,2500,3,USD,Delivered,71.16
2193002,1,2024-11-14,2024-11-30,1389047,53,1148,2,USD,Delivered,844.0
2193003,1,2024-12-12,2024-12-31,235133,8,1694,5,CAD,Delivered,44.4
2193004,1,2024-06-07,2024-06-15,621610,12,1623,4,EUR,Delivered,876.0
2193005,1,2024-09-14,2024-09-17,650898,13,1662,1,EUR,Delivered,6.99
2193006,1,2025-01-13,2025-01-16,2096472,0,1372,1,USD,Delivered,35.99
2193007,1,2025-02-01,2025-03-01,1782074,65,1779,2,USD,Delivered,86.0
2193008,1,2024-01-27,2024-02-13,1023381,37,1776,1,GBP,Delivered,43.0
2193009,1,2024-08-13,2024-08-23,489742,24,1548,1,EUR,Delivered,266.0
2193010,1,2025-12-15,1900-01-01,826863,32,428,1,EUR,In Transit,969.0
2193011,1,2025-10-21,2025-11-04,744459,0,103,2,EUR,Delivered,230.0
2193012,1,2024-12-22,2024-12-26,1486871,66,1416,2,USD,Delivered,616.0
2193013,1,2024-02-05,2024-02-08,1860591,44,2489,1,USD,Delivered,14.99
2193014,1,2024-10-13,2024-10-20,858185,33,2508,2,EUR,Delivered,9.48
2194000,1,2025-02-28,2025-03-08,1784517,0,1791,1,USD,Delivered,43.0
2194001,1,2025-12-11,2025-12-17,194279,0,1414,2,AUD,Delivered,512.0
2194002,1,2025-09-20,2025-10-08,1242320,43,806,3,USD,Delivered,47.7
2194003,1,2025-12-09,1900-01-01,598454,24,1687,1,EUR,In Transit,6.88
2194004,1,2024-07-12,2024-07-30,1778440,0,150,1,USD,Delivered,1184.97
2194005,1,2025-10-20,2025-11-16,1632461,51,1825,1,USD,Delivered,32.0
2194006,1,2025-04-15,2025-05-09,1772543,49,1612,5,USD,Delivered,899.95
2194007,1,2025-07-20,2025-08-10,190919,5,1430,2,AUD,Delivered,598.0
2194008,1,2025-06-18,2025-06-30,1905541,53,1583,6,USD,Delivered,83.34
2194009,1,2025-08-19,2025-09-08,1533894,47,625,1,USD,Delivered,999.0
2194010,1,2025-10-01,1900-01-01,2045981,0,1449,1,USD,In Transit,300.0
2194011,1,2024-03-22,1900-01-01,1566740,0,182,3,USD,Lost,357.0
2194012,1,2024-12-14,2024-12-18,1553965,61,439,2,USD,Delivered,1118.0
2194013,1,2024-09-05,2024-09-24,1471304,0,76,3,USD,Delivered,113.85
2194014,1,2025-08-16,2025-08-28,1152914,38,1743,2,GBP,Delivered,56.0
2194015,1,2024-10-01,2024-10-22,1185221,0,1800,3,GBP,Delivered,96.0
2194016,1,2025-08-07,1900-01-01,61881,0,1574,1,AUD,In Transit,59.99
2194017,1,2024-07-08,1900-01-01,385527,0,1295,2,CAD,Lost,1190.0
2194018,1,2024-12-19,2025-01-15,1992074,0,1458,2,USD,Delivered,400.0
2194019,1,2024-07-05,1900-01-01,1307997,55,57,2,USD,Lost,312.0
2194020,1,2025-12-15,2026-01-04,1827725,55,1597,3,USD,Delivered,173.64
2194021,1,2024-01-06,1900-01-01,1215693,59,460,1,USD,Lost,299.9
2194022,1,2025-07-26,2025-08-02,1583625,65,1271,6,USD,Delivered,41.7
2194023,1,2025-07-24,2025-08-14,1813480,54,1161,2,USD,Delivered,1760.0
2195000,1,2025-09-09,2025-09-24,874406,34,448,2,EUR,Delivered,539.8
2195001,1,2024-11-06,2024-11-30,1807423,65,1255,3,USD,Delivered,59.97
2196000,1,2025-11-28,2025-12-17,2078894,44,446,5,USD,Delivered,1099.75
2196001,1,2025-10-07,2025-11-06,1452039,55,1439,1,USD,Delivered,301.0
2196002,1,2024-06-21,2024-07-10,1878988,48,1204,1,USD,Delivered,1600.0
2196003,1,2025-09-26,2025-10-21,1323338,49,439,3,USD,Delivered,1677.0
2196005,1,2024-04-10,2024-04-24,220755,8,1651,2,CAD,Delivered,319.98
2196006,1,2024-09-12,2024-09-18,1463149,0,1642,1,USD,Delivered,57.88
2196008,1,2025-01-24,2025-02-12,1934862,59,1274,3,USD,Delivered,156.39
2196009,1,2025-08-08,2025-08-18,1635725,0,1638,1,USD,Delivered,13.89
2197000,1,2024-05-22,2024-05-28,1215815,0,1176,3,USD,Delivered,3000.0
2197001,1,2025-11-07,2025-12-03,1753015,65,85,2,USD,Delivered,199.98
2197002,1,2024-01-01,2024-01-08,310707,0,1776,1,CAD,Delivered,43.0
2197003,1,2024-12-06,2024-12-25,248555,0,1607,1,CAD,Delivered,179.99
2197004,1,2025-11-30,2025-12-22,1957363,64,1591,7,USD,Delivered,88.62
2197005,1,2025-12-24,2026-01-05,2024029,0,1660,6,USD,Delivered,1739.94
2197006,1,2024-09-27,2024-10-19,1813998,0,1453,1,USD,Delivered,258.0
2197007,1,2025-11-14,2025-11-30,1244285,0,1516,7,USD,Delivered,2016.0
2197008,1,2025-02-24,2025-02-26,2063333,51,1640,9,USD,Delivered,206.01
2197009,1,2024-11-06,2024-11-12,555530,24,843,2,EUR,Delivered,53.8
2197011,1,2025-11-06,2025-11-07,1912902,47,128,10,USD,Delivered,1434.0
2198000,1,2025-10-22,2025-11-07,1058513,42,1651,7,GBP,Delivered,1119.93
2198001,1,2025-06-03,2025-06-25,180678,5,2348,1,AUD,Delivered,635.99
2198002,1,2024-01-27,2024-02-18,1074512,40,260,1,GBP,Delivered,339.0
2198003,1,2025-08-06,2025-08-31,590930,24,1613,1,EUR,Delivered,109.99
2198004,1,2024-09-28,1900-01-01,203191,8,1528,7,CAD,Lost,2114.0
2198005,1,2025-02-15,2025-03-06,114949,0,1330,1,AUD,Delivered,22.99
2198006,1,2024-11-05,2024-11-10,672896,0,888,2,EUR,Delivered,100.0
2198007,1,2024-09-11,2024-10-03,1040916,40,2085,2,GBP,Delivered,2950.0
2198008,1,2024-07-24,2024-07-25,1867338,0,68,2,USD,Delivered,51.38
2198009,1,2025-03-10,2025-04-07,1340597,59,736,2,USD,Delivered,236.0
2198010,1,2024-07-22,2024-07-28,1490808,45,501,3,USD,Delivered,177.0
2198011,1,2024-06-08,2024-06-17,1540284,54,2159,2,USD,Delivered,1491.98
2198012,1,2024-11-23,1900-01-01,1606628,44,1448,1,USD,Lost,256.0
2198013,1,2024-10-04,2024-11-01,1579553,57,1597,6,USD,Delivered,347.28
2198014,1,2025-02-21,2025-03-14,1876093,61,1612,7,USD,Delivered,1259.93
2199001,1,2024-03-09,2024-03-16,322907,8,1569,3,CAD,Delivered,897.0
2199002,1,2024-08-13,1900-01-01,917522,36,1597,4,GBP,Lost,231.52
2199003,1,2025-12-13,2025-12-18,192425,5,440,1,AUD,Delivered,219.95
2199004,1,2025-11-12,2025-11-13,1853279,0,459,5,USD,Delivered,1349.5
2199005,1,2025-05-04,1900-01-01,138735,5,546,2,AUD,In Transit,598.0
2199006,1,2025-12-29,2026-01-20,1062180,39,2100,4,GBP,Delivered,5900.0
2199007,1,2024-09-29,2024-10-02,1835849,53,70,2,USD,Delivered,95.9
2199009,1,2024-07-13,2024-08-08,1048581,42,99,1,GBP,Delivered,120.0
2199010,1,2024-05-02,1900-01-01,1349918,43,1496,3,USD,Lost,864.0
2199011,1,2024-03-07,2024-03-08,1346651,44,1808,2,USD,Delivered,64.0
2199013,1,2025-02-25,2025-03-20,328350,10,1187,1,CAD,Delivered,850.0
2199014,1,2025-06-30,1900-01-01,242542,0,446,3,CAD,In Transit,659.85
2200001,1,2024-09-10,2024-09-26,281675,10,682,2,CAD,Delivered,272.0
2200002,1,2025-09-25,2025-10-19,1265357,44,1497,1,USD,Delivered,267.0
2200003,1,2025-01-08,1900-01-01,1477343,50,1590,3,USD,Lost,68.67
2200004,1,2024-03-20,2024-04-13,1592559,53,1668,6,USD,Delivered,41.94
2200005,1,2024-07-09,1900-01-01,1026914,37,1040,1,GBP,Lost,198.0
2200006,1,2024-06-16,2024-07-16,1899416,57,1705,1,USD,Delivered,6.88
2200007,1,2025-01-07,2025-01-12,980312,36,2493,3,GBP,Delivered,74.97
2200008,1,2024-10-09,2024-11-08,366250,9,2513,3,CAD,Delivered,389.97
2201000,1,2025-03-30,2025-04-28,413655,19,1367,4,EUR,Delivered,143.96
2201001,1,2025-04-19,2025-05-08,1645532,55,98,1,USD,Delivered,120.0
2201002,1,2025-03-21,1900-01-01,427858,21,1606,2,EUR,In Transit,319.98
2201003,1,2025-10-03,2025-10-25,644763,17,417,2,EUR,Delivered,1198.0
2201004,1,2025-01-25,1900-01-01,1670942,64,1242,9,USD,In Transit,7542.0
2201005,1,2024-10-24,2024-11-13,155611,0,807,3,AUD,Delivered,35.7
2201006,1,2024-08-26,2024-09-07,1239387,55,1425,1,USD,Delivered,529.0
2201007,1,2024-02-07,2024-03-04,1374776,0,1445,1,USD,Delivered,268.0
2201008,1,2024-02-10,2024-03-03,1738345,61,1078,9,USD,Delivered,2826.0
2201009,1,2024-02-07,2024-03-04,536119,26,1659,2,EUR,Delivered,519.98
2201010,1,2024-10-23,2024-10-28,678665,13,1057,2,EUR,Delivered,1176.0
2201011,1,2025-02-05,2025-02-23,414238,21,392,8,EUR,Delivered,3063.6
2201012,1,2024-10-31,2024-11-08,289281,0,1701,1,CAD,Delivered,4.98
2201013,1,2024-05-11,2024-05-25,1517554,50,1239,7,USD,Delivered,1106.0
2201014,1,2025-06-05,2025-06-26,1441731,61,1623,4,USD,Delivered,876.0
2203000,1,2024-11-10,2024-11-30,439650,23,1803,2,EUR,Delivered,64.0
2203001,1,2025-10-30,2025-11-02,2006486,0,430,8,USD,Delivered,2159.6
2203002,1,2024-01-27,2024-02-08,413286,23,2059,1,EUR,Delivered,99.99
2203003,1,2024-10-13,1900-01-01,1292949,51,53,2,USD,Lost,592.0
2203004,1,2025-11-04,2025-11-21,1913004,64,410,1,USD,Delivered,1299.0
2204000,1,2024-06-22,2024-06-28,1947078,64,153,1,USD,Delivered,469.97
2204001,1,2025-12-16,1900-01-01,1851932,43,1727,3,USD,Shipped,168.0
2204002,1,2024-07-15,2024-08-05,1270426,0,555,2,USD,Delivered,458.0
2204003,1,2025-12-05,2026-01-04,2027056,0,1949,7,USD,Delivered,1959.93
2204004,1,2024-06-26,2024-07-01,62590,4,467,4,AUD,Delivered,556.0
2204005,1,2024-02-01,2024-02-29,1119720,0,453,3,GBP,Delivered,689.7
2204006,1,2024-10-17,2024-11-05,905730,40,335,1,GBP,Delivered,869.0
2205001,1,2025-09-07,1900-01-01,982914,39,1593,2,GBP,In Transit,27.78
2205002,1,2024-07-31,2024-08-21,888175,31,65,7,EUR,Delivered,1267.0
2205003,1,2025-02-28,2025-03-13,48383,0,1688,4,AUD,Delivered,35.52
2205004,1,2024-02-27,2024-03-23,239134,9,1367,2,CAD,Delivered,71.98
2205005,1,2024-09-28,1900-01-01,947703,39,416,1,GBP,Lost,969.0
2205006,1,2024-03-01,2024-03-30,869976,33,1266,1,EUR,Delivered,49.96
2205007,1,2025-11-18,1900-01-01,141338,0,138,4,AUD,In Transit,1999.96
2205008,1,2025-12-02,2025-12-17,926578,42,467,4,GBP,Delivered,556.0
2205009,1,2024-03-17,2024-04-02,1548406,0,58,4,USD,Delivered,624.0
2206000,1,2025-01-14,1900-01-01,1405059,57,1745,1,USD,Lost,109.0
2206001,1,2024-01-10,2024-02-04,905730,37,1415,1,GBP,Delivered,300.0
2206002,1,2024-08-10,2024-08-16,1070372,36,1570,4,GBP,Delivered,1592.0
2206003,1,2025-06-09,2025-06-19,1039440,40,1058,1,GBP,Delivered,312.0
2206005,1,2025-01-31,2025-02-13,1799269,0,1562,5,USD,Delivered,1190.0
2206006,1,2024-01-16,1900-01-01,1945363,47,438,1,USD,Lost,919.0
2206007,1,2025-01-01,2025-01-11,722377,0,731,3,EUR,Delivered,387.0
2206008,1,2024-09-30,2024-10-17,869200,0,426,4,EUR,Delivered,1999.6
2206009,1,2024-04-28,2024-05-20,1739992,44,2513,3,USD,Delivered,389.97
2207000,1,2024-12-19,2025-01-09,911353,37,1573,10,GBP,Delivered,589.9
2207001,1,2024-12-06,1900-01-01,1118352,37,1655,1,GBP,Lost,289.99
2207002,1,2024-12-25,2025-01-15,1594853,48,1676,3,USD,Delivered,26.97
2207003,1,2024-05-14,2024-05-22,485209,19,1154,1,EUR,Delivered,998.0
2207005,1,2025-04-30,2025-05-01,1364298,0,490,1,USD,Delivered,869.0
2207006,1,2024-02-22,2024-03-02,216812,9,1232,4,CAD,Delivered,3552.0
2208000,1,2024-06-08,2024-06-25,1622140,49,1516,2,USD,Delivered,576.0
2208001,1,2024-03-07,2024-04-01,1899770,56,1740,3,USD,Delivered,84.0
2208002,1,2024-12-16,2025-01-08,242901,0,1440,3,CAD,Delivered,567.0
2208003,1,2025-02-01,2025-02-24,1452039,55,2510,2,USD,Delivered,8.12
2208004,1,2025-12-27,2026-01-11,1880406,65,667,4,USD,Delivered,760.0
2208005,1,2025-04-27,2025-05-10,1129520,42,1631,1,GBP,Delivered,12.66
2208006,1,2024-07-16,2024-07-18,2022051,66,416,6,USD,Delivered,5814.0
2208008,1,2024-09-26,2024-10-04,1743422,43,789,1,USD,Delivered,29.9
2208009,1,2024-02-06,2024-02-21,416872,22,611,3,EUR,Delivered,6885.0
2208010,1,2024-04-17,2024-05-14,2054052,54,625,3,USD,Delivered,2997.0
2208011,1,2025-03-07,2025-04-05,1763642,49,1679,4,USD,Delivered,22.0
2210000,1,2024-09-17,2024-10-01,403860,19,1580,4,EUR,Delivered,876.0
2210001,1,2025-12-15,2026-01-04,666979,17,1809,1,EUR,Delivered,32.0
2210002,1,2024-11-21,2024-11-28,1943078,61,1096,1,USD,Delivered,632.0
2210003,1,2024-12-22,2025-01-18,1202604,64,434,3,USD,Delivered,1797.0
2211001,1,2024-08-08,2024-09-07,163849,0,1543,1,AUD,Delivered,402.0
2211002,1,2025-05-26,2025-06-24,1740334,48,113,2,USD,Delivered,499.98
2211003,1,2024-01-08,2024-02-04,1002199,42,1689,1,GBP,Delivered,4.98
